model,domain,seed,method,ratio,calibration_tokens,calibration_positions,ppl,nll,predicted_tokens,windows,sequence_length
llama2_7b,wiki_train,0,wanda,0.3,262144,all_128x2048,7.114734622008834,662732.0300292969,337755,165,2048
llama2_7b,wiki_train,0,fc_ls,0.4,262144,all_128x2048,7.629375088069414,686320.1662597656,337755,165,2048
llama2_7b,wiki_train,0,flap,0.4,262144,all_128x2048,8.265919236498526,713386.1650390625,337755,165,2048
llama2_7b,wiki_train,0,sobp,0.4,262144,all_128x2048,7.55942156016725,683209.0151367188,337755,165,2048
llama2_7b,wiki_train,0,fand,0.4,262144,all_128x2048,8.885747501432393,737808.4331054688,337755,165,2048
llama2_7b,wiki_train,0,slimllm,0.4,262144,all_128x2048,9.053597533970844,744129.0476074219,337755,165,2048
llama2_7b,wiki_train,0,wanda,0.4,262144,all_128x2048,8.557590201460286,725098.7270507812,337755,165,2048
llama2_7b,wiki_train,0,fc_ls,0.5,262144,all_128x2048,9.13164709664271,747028.2983398438,337755,165,2048
llama2_7b,wiki_train,0,flap,0.5,262144,all_128x2048,10.502285045186303,794262.2453613281,337755,165,2048
llama2_7b,wiki_train,0,sobp,0.5,262144,all_128x2048,8.811157796027459,734961.2465820312,337755,165,2048
llama2_7b,wiki_train,0,fand,0.5,262144,all_128x2048,12.213006428515365,845232.3889160156,337755,165,2048
llama2_7b,wiki_train,0,slimllm,0.5,262144,all_128x2048,13.215241926731538,871870.9130859375,337755,165,2048
llama2_7b,wiki_train,0,wanda,0.5,262144,all_128x2048,11.104095895050678,813082.353515625,337755,165,2048
llama2_7b,wiki_train,1,fc_ls,0.2,262144,all_128x2048,6.1332240764903965,612593.1884765625,337755,165,2048
llama2_7b,wiki_train,1,flap,0.2,262144,all_128x2048,6.229667810872125,617862.9934082031,337755,165,2048
llama2_7b,wiki_train,1,sobp,0.2,262144,all_128x2048,6.174142495471784,614839.0712890625,337755,165,2048
llama2_7b,wiki_train,1,fand,0.2,262144,all_128x2048,6.312771134969497,622338.8332519531,337755,165,2048
llama2_7b,wiki_train,1,slimllm,0.2,262144,all_128x2048,6.358560573084345,624779.8835449219,337755,165,2048
llama2_7b,wiki_train,1,wanda,0.2,262144,all_128x2048,6.320814018869539,622768.8813476562,337755,165,2048
llama2_7b,wiki_train,1,fc_ls,0.3,262144,all_128x2048,6.720174761805211,643461.8332519531,337755,165,2048
llama2_7b,wiki_train,1,flap,0.3,262144,all_128x2048,6.954645799845896,655045.3896484375,337755,165,2048
llama2_7b,wiki_train,1,sobp,0.3,262144,all_128x2048,6.704162124061334,642656.080078125,337755,165,2048
llama2_7b,wiki_train,1,fand,0.3,262144,all_128x2048,7.299466156838772,671389.7998046875,337755,165,2048
llama2_7b,wiki_train,1,slimllm,0.3,262144,all_128x2048,7.23948321042123,668602.8508300781,337755,165,2048
llama2_7b,wiki_train,1,wanda,0.3,262144,all_128x2048,7.112320198565415,662617.3916015625,337755,165,2048
llama2_7b,wiki_train,1,fc_ls,0.4,262144,all_128x2048,7.655162986795082,687459.8801269531,337755,165,2048
llama2_7b,wiki_train,1,flap,0.4,262144,all_128x2048,8.244009861289152,712489.7341308594,337755,165,2048
llama2_7b,wiki_train,1,sobp,0.4,262144,all_128x2048,7.542083002151369,682433.4384765625,337755,165,2048
llama2_7b,wiki_train,1,fand,0.4,262144,all_128x2048,9.003983947366674,742273.0649414062,337755,165,2048
llama2_7b,wiki_train,1,slimllm,0.4,262144,all_128x2048,9.086376737638464,745349.7055664062,337755,165,2048
llama2_7b,wiki_train,1,wanda,0.4,262144,all_128x2048,8.519951990619196,723609.9279785156,337755,165,2048
llama2_7b,wiki_train,1,fc_ls,0.5,262144,all_128x2048,9.309867423296586,753556.6862792969,337755,165,2048
llama2_7b,wiki_train,1,flap,0.5,262144,all_128x2048,10.571564356097415,796482.9614257812,337755,165,2048
llama2_7b,wiki_train,1,sobp,0.5,262144,all_128x2048,8.797584591939293,734440.5485839844,337755,165,2048
llama2_7b,wiki_train,1,fand,0.5,262144,all_128x2048,12.294563702939072,847480.3864746094,337755,165,2048
llama2_7b,wiki_train,1,slimllm,0.5,262144,all_128x2048,13.335244721470241,874924.1015625,337755,165,2048
llama2_7b,wiki_train,1,wanda,0.5,262144,all_128x2048,11.195682245624901,815856.7238769531,337755,165,2048
llama2_7b,wiki_train,2,fc_ls,0.2,262144,all_128x2048,6.117075236679088,611702.7033691406,337755,165,2048
llama2_7b,wiki_train,2,flap,0.2,262144,all_128x2048,6.215991044714608,617120.6625976562,337755,165,2048
llama2_7b,wiki_train,2,sobp,0.2,262144,all_128x2048,6.145204594578773,613252.3088378906,337755,165,2048
llama2_7b,wiki_train,2,fand,0.2,262144,all_128x2048,6.301426817075106,621731.3271484375,337755,165,2048
llama2_7b,wiki_train,2,slimllm,0.2,262144,all_128x2048,6.357388632083184,624717.6264648438,337755,165,2048
llama2_7b,wiki_train,2,wanda,0.2,262144,all_128x2048,6.296705082910832,621478.1484375,337755,165,2048
llama2_7b,wiki_train,2,fc_ls,0.3,262144,all_128x2048,6.696683987943397,642279.1220703125,337755,165,2048
llama2_7b,wiki_train,2,flap,0.3,262144,all_128x2048,6.93436264083842,654058.8911132812,337755,165,2048
llama2_7b,wiki_train,2,sobp,0.3,262144,all_128x2048,6.666739894977702,640765.4704589844,337755,165,2048
llama2_7b,wiki_train,2,fand,0.3,262144,all_128x2048,7.288770390532985,670894.5310058594,337755,165,2048
llama2_7b,wiki_train,2,slimllm,0.3,262144,all_128x2048,7.236502560192021,668463.7612304688,337755,165,2048
llama2_7b,wiki_train,2,wanda,0.3,262144,all_128x2048,7.105577962541281,662297.0595703125,337755,165,2048
llama2_7b,wiki_train,2,fc_ls,0.4,262144,all_128x2048,7.590360403886641,684588.5417480469,337755,165,2048
llama2_7b,wiki_train,2,flap,0.4,262144,all_128x2048,8.234281360633096,712090.9245605469,337755,165,2048
llama2_7b,wiki_train,2,sobp,0.4,262144,all_128x2048,7.480951280281683,679684.6384277344,337755,165,2048
llama2_7b,wiki_train,2,fand,0.4,262144,all_128x2048,8.965164595167712,740813.7358398438,337755,165,2048
llama2_7b,wiki_train,2,slimllm,0.4,262144,all_128x2048,9.047821471242308,743913.49609375,337755,165,2048
llama2_7b,wiki_train,2,wanda,0.4,262144,all_128x2048,8.512940442954177,723331.8559570312,337755,165,2048
llama2_7b,wiki_train,2,fc_ls,0.5,262144,all_128x2048,9.207508541938592,749822.6176757812,337755,165,2048
llama2_7b,wiki_train,2,flap,0.5,262144,all_128x2048,10.58599090638319,796943.5666503906,337755,165,2048
llama2_7b,wiki_train,2,sobp,0.5,262144,all_128x2048,8.735309228999098,732041.1838378906,337755,165,2048
llama2_7b,wiki_train,2,fand,0.5,262144,all_128x2048,12.677260799935087,857833.4929199219,337755,165,2048
llama2_7b,wiki_train,2,slimllm,0.5,262144,all_128x2048,13.181132978548034,870998.0300292969,337755,165,2048
llama2_7b,wiki_train,2,wanda,0.5,262144,all_128x2048,11.186502423698624,815579.6704101562,337755,165,2048
llama2_7b,wiki_train,3,fc_ls,0.2,262144,all_128x2048,6.142078401442733,613080.4421386719,337755,165,2048
llama2_7b,wiki_train,3,flap,0.2,262144,all_128x2048,6.23538873066634,618173.0231933594,337755,165,2048
llama2_7b,wiki_train,3,sobp,0.2,262144,all_128x2048,6.18664496229489,615522.32421875,337755,165,2048
llama2_7b,wiki_train,3,fand,0.2,262144,all_128x2048,6.302232381282338,621774.5024414062,337755,165,2048
llama2_7b,wiki_train,3,slimllm,0.2,262144,all_128x2048,6.362712885988735,625000.3747558594,337755,165,2048
llama2_7b,wiki_train,3,wanda,0.2,262144,all_128x2048,6.316121837435061,622518.0598144531,337755,165,2048
llama2_7b,wiki_train,3,fc_ls,0.3,262144,all_128x2048,6.743427132245069,644628.4768066406,337755,165,2048
llama2_7b,wiki_train,3,flap,0.3,262144,all_128x2048,6.971653782324459,655870.3803710938,337755,165,2048
llama2_7b,wiki_train,3,sobp,0.3,262144,all_128x2048,6.735274339889954,644219.8845214844,337755,165,2048
llama2_7b,wiki_train,3,fand,0.3,262144,all_128x2048,7.221102513827562,667744.216796875,337755,165,2048
llama2_7b,wiki_train,3,slimllm,0.3,262144,all_128x2048,7.254098728213074,669284.0441894531,337755,165,2048
llama2_7b,wiki_train,3,wanda,0.3,262144,all_128x2048,7.1272609230865465,663326.1633300781,337755,165,2048
llama2_7b,wiki_train,3,fc_ls,0.4,262144,all_128x2048,7.711791770310046,689949.2141113281,337755,165,2048
llama2_7b,wiki_train,3,flap,0.4,262144,all_128x2048,8.307139956496462,715066.3054199219,337755,165,2048
llama2_7b,wiki_train,3,sobp,0.4,262144,all_128x2048,7.527212065777357,681766.8200683594,337755,165,2048
llama2_7b,wiki_train,3,fand,0.4,262144,all_128x2048,8.892638402429826,738070.2607421875,337755,165,2048
llama2_7b,wiki_train,3,slimllm,0.4,262144,all_128x2048,9.050516590013148,744014.08984375,337755,165,2048
llama2_7b,wiki_train,3,wanda,0.4,262144,all_128x2048,8.572915042956906,725703.0341796875,337755,165,2048
llama2_7b,wiki_train,3,fc_ls,0.5,262144,all_128x2048,9.366763035505995,755614.5346679688,337755,165,2048
llama2_7b,wiki_train,3,flap,0.5,262144,all_128x2048,10.617829539449097,797957.8806152344,337755,165,2048
llama2_7b,wiki_train,3,sobp,0.5,262144,all_128x2048,8.901542576177684,738408.2846679688,337755,165,2048
llama2_7b,wiki_train,3,fand,0.5,262144,all_128x2048,12.284831737748515,847212.9250488281,337755,165,2048
llama2_7b,wiki_train,3,slimllm,0.5,262144,all_128x2048,13.28411398644726,873626.5734863281,337755,165,2048
llama2_7b,wiki_train,3,wanda,0.5,262144,all_128x2048,11.168369886874434,815031.7490234375,337755,165,2048
llama2_7b,wiki_train,4,fc_ls,0.2,262144,all_128x2048,6.1365371424477,612775.5888671875,337755,165,2048
llama2_7b,wiki_train,4,flap,0.2,262144,all_128x2048,6.236755727142201,618247.0617675781,337755,165,2048
llama2_7b,wiki_train,4,sobp,0.2,262144,all_128x2048,6.173682180262301,614813.8889160156,337755,165,2048
llama2_7b,wiki_train,4,fand,0.2,262144,all_128x2048,6.328889081162344,623200.0998535156,337755,165,2048
llama2_7b,wiki_train,4,slimllm,0.2,262144,all_128x2048,6.3558722702135135,624637.0556640625,337755,165,2048
llama2_7b,wiki_train,4,wanda,0.2,262144,all_128x2048,6.318335472207764,622636.4133300781,337755,165,2048
llama2_7b,wiki_train,4,fc_ls,0.3,262144,all_128x2048,6.748797808891525,644897.3684082031,337755,165,2048
llama2_7b,wiki_train,4,flap,0.3,262144,all_128x2048,6.980732378626303,656309.9240722656,337755,165,2048
llama2_7b,wiki_train,4,sobp,0.3,262144,all_128x2048,6.731900825647619,644050.669921875,337755,165,2048
llama2_7b,wiki_train,4,fand,0.3,262144,all_128x2048,7.31005586986243,671879.443359375,337755,165,2048
llama2_7b,wiki_train,4,slimllm,0.3,262144,all_128x2048,7.2507131839898005,669126.3745117188,337755,165,2048
llama2_7b,wiki_train,4,wanda,0.3,262144,all_128x2048,7.150714529869682,664435.7856445312,337755,165,2048
llama2_7b,wiki_train,4,fc_ls,0.4,262144,all_128x2048,7.726085906464239,690574.6779785156,337755,165,2048
llama2_7b,wiki_train,4,flap,0.4,262144,all_128x2048,8.345453410641875,716620.4877929688,337755,165,2048
llama2_7b,wiki_train,4,sobp,0.4,262144,all_128x2048,7.598077031935824,684931.7409667969,337755,165,2048
llama2_7b,wiki_train,4,fand,0.4,262144,all_128x2048,8.99260161758536,741845.8239746094,337755,165,2048
llama2_7b,wiki_train,4,slimllm,0.4,262144,all_128x2048,9.09900291039186,745818.7145996094,337755,165,2048
llama2_7b,wiki_train,4,wanda,0.4,262144,all_128x2048,8.582509233748826,726080.8139648438,337755,165,2048
llama2_7b,wiki_train,4,fc_ls,0.5,262144,all_128x2048,9.263507475276098,751870.5805664062,337755,165,2048
llama2_7b,wiki_train,4,flap,0.5,262144,all_128x2048,10.566090637434108,796308.0341796875,337755,165,2048
llama2_7b,wiki_train,4,sobp,0.5,262144,all_128x2048,8.887656809084229,737880.9997558594,337755,165,2048
llama2_7b,wiki_train,4,fand,0.5,262144,all_128x2048,12.23795337354389,845921.6018066406,337755,165,2048
llama2_7b,wiki_train,4,slimllm,0.5,262144,all_128x2048,13.29376475593594,873871.8598632812,337755,165,2048
llama2_7b,wiki_train,4,wanda,0.5,262144,all_128x2048,11.100851330774859,812983.6486816406,337755,165,2048
llama2_7b,wiki_train,5,fc_ls,0.2,262144,all_128x2048,6.124013827368865,612085.6013183594,337755,165,2048
llama2_7b,wiki_train,5,flap,0.2,262144,all_128x2048,6.221944851564555,617444.0166015625,337755,165,2048
llama2_7b,wiki_train,5,sobp,0.2,262144,all_128x2048,6.150910589435784,613565.7783203125,337755,165,2048
llama2_7b,wiki_train,5,fand,0.2,262144,all_128x2048,6.318904403756549,622666.8249511719,337755,165,2048
llama2_7b,wiki_train,5,slimllm,0.2,262144,all_128x2048,6.358333286827404,624767.8103027344,337755,165,2048
llama2_7b,wiki_train,5,wanda,0.2,262144,all_128x2048,6.302075356373143,621766.0869140625,337755,165,2048
llama2_7b,wiki_train,5,fc_ls,0.3,262144,all_128x2048,6.7002347689416295,642458.1623535156,337755,165,2048
llama2_7b,wiki_train,5,flap,0.3,262144,all_128x2048,6.952664519200475,654949.154296875,337755,165,2048
llama2_7b,wiki_train,5,sobp,0.3,262144,all_128x2048,6.724450061541614,643676.6408691406,337755,165,2048
llama2_7b,wiki_train,5,fand,0.3,262144,all_128x2048,7.224930213413119,667923.2036132812,337755,165,2048
llama2_7b,wiki_train,5,slimllm,0.3,262144,all_128x2048,7.253570862747972,669259.4655761719,337755,165,2048
llama2_7b,wiki_train,5,wanda,0.3,262144,all_128x2048,7.111136668990749,662561.1826171875,337755,165,2048
llama2_7b,wiki_train,5,fc_ls,0.4,262144,all_128x2048,7.593757085093274,684739.6530761719,337755,165,2048
llama2_7b,wiki_train,5,flap,0.4,262144,all_128x2048,8.224410425914522,711685.7941894531,337755,165,2048
llama2_7b,wiki_train,5,sobp,0.4,262144,all_128x2048,7.523033336527307,681579.2634277344,337755,165,2048
llama2_7b,wiki_train,5,fand,0.4,262144,all_128x2048,8.91220759360372,738812.7097167969,337755,165,2048
llama2_7b,wiki_train,5,slimllm,0.4,262144,all_128x2048,9.073491018805045,744870.3830566406,337755,165,2048
llama2_7b,wiki_train,5,wanda,0.4,262144,all_128x2048,8.509022964225617,723176.3923339844,337755,165,2048
llama2_7b,wiki_train,5,fc_ls,0.5,262144,all_128x2048,9.157220636177714,747972.8725585938,337755,165,2048
llama2_7b,wiki_train,5,flap,0.5,262144,all_128x2048,10.508733788197082,794469.57421875,337755,165,2048
llama2_7b,wiki_train,5,sobp,0.5,262144,all_128x2048,8.752418539108643,732702.0766601562,337755,165,2048
llama2_7b,wiki_train,5,fand,0.5,262144,all_128x2048,11.92831874057705,837266.0368652344,337755,165,2048
llama2_7b,wiki_train,5,slimllm,0.5,262144,all_128x2048,13.306264828769066,874189.3002929688,337755,165,2048
llama2_7b,wiki_train,5,wanda,0.5,262144,all_128x2048,11.084020655065661,812471.1691894531,337755,165,2048
llama2_7b,wiki_train,6,fc_ls,0.2,262144,all_128x2048,6.138574897239137,612887.7282714844,337755,165,2048
llama2_7b,wiki_train,6,flap,0.2,262144,all_128x2048,6.231530877610535,617963.9885253906,337755,165,2048
llama2_7b,wiki_train,6,sobp,0.2,262144,all_128x2048,6.199421364409732,616219.1225585938,337755,165,2048
llama2_7b,wiki_train,6,fand,0.2,262144,all_128x2048,6.311038875253816,622246.138671875,337755,165,2048
llama2_7b,wiki_train,6,slimllm,0.2,262144,all_128x2048,6.366894501948777,625222.2766113281,337755,165,2048
llama2_7b,wiki_train,6,wanda,0.2,262144,all_128x2048,6.32707260563078,623103.1457519531,337755,165,2048
llama2_7b,wiki_train,6,fc_ls,0.3,262144,all_128x2048,6.736448126025709,644278.7414550781,337755,165,2048
llama2_7b,wiki_train,6,flap,0.3,262144,all_128x2048,6.97243483885248,655908.2180175781,337755,165,2048
llama2_7b,wiki_train,6,sobp,0.3,262144,all_128x2048,6.776031541454318,646257.583984375,337755,165,2048
llama2_7b,wiki_train,6,fand,0.3,262144,all_128x2048,7.293221301694682,671100.7192382812,337755,165,2048
llama2_7b,wiki_train,6,slimllm,0.3,262144,all_128x2048,7.252895055557098,669227.9958496094,337755,165,2048
llama2_7b,wiki_train,6,wanda,0.3,262144,all_128x2048,7.130106708899006,663460.9958496094,337755,165,2048
llama2_7b,wiki_train,6,fc_ls,0.4,262144,all_128x2048,7.713245840533369,690012.8923339844,337755,165,2048
llama2_7b,wiki_train,6,flap,0.4,262144,all_128x2048,8.321631062974552,715654.9772949219,337755,165,2048
llama2_7b,wiki_train,6,sobp,0.4,262144,all_128x2048,7.577146177626315,684000.0241699219,337755,165,2048
llama2_7b,wiki_train,6,fand,0.4,262144,all_128x2048,9.073252425789828,744861.5014648438,337755,165,2048
llama2_7b,wiki_train,6,slimllm,0.4,262144,all_128x2048,9.113122109804268,746342.4130859375,337755,165,2048
llama2_7b,wiki_train,6,wanda,0.4,262144,all_128x2048,8.61544303988895,727374.4064941406,337755,165,2048
llama2_7b,wiki_train,6,fc_ls,0.5,262144,all_128x2048,9.290371607800314,752848.6511230469,337755,165,2048
llama2_7b,wiki_train,6,flap,0.5,262144,all_128x2048,10.691857328249318,800304.5463867188,337755,165,2048
llama2_7b,wiki_train,6,sobp,0.5,262144,all_128x2048,8.898127925888074,738278.6962890625,337755,165,2048
llama2_7b,wiki_train,6,fand,0.5,262144,all_128x2048,12.506769126285793,853260.3332519531,337755,165,2048
llama2_7b,wiki_train,6,slimllm,0.5,262144,all_128x2048,13.358870147998461,875521.9567871094,337755,165,2048
llama2_7b,wiki_train,6,wanda,0.5,262144,all_128x2048,11.297326703432224,818909.3308105469,337755,165,2048
llama2_7b,wiki_train,7,fc_ls,0.2,262144,all_128x2048,6.138576188455017,612887.7993164062,337755,165,2048
llama2_7b,wiki_train,7,flap,0.2,262144,all_128x2048,6.2464159222410105,618769.8103027344,337755,165,2048
llama2_7b,wiki_train,7,sobp,0.2,262144,all_128x2048,6.172409111970496,614744.2336425781,337755,165,2048
llama2_7b,wiki_train,7,fand,0.2,262144,all_128x2048,6.290272002070698,621132.9018554688,337755,165,2048
llama2_7b,wiki_train,7,slimllm,0.2,262144,all_128x2048,6.367688496171259,625264.3942871094,337755,165,2048
llama2_7b,wiki_train,7,wanda,0.2,262144,all_128x2048,6.341788151443392,623887.7863769531,337755,165,2048
llama2_7b,wiki_train,7,fc_ls,0.3,262144,all_128x2048,6.720637538751676,643485.0915527344,337755,165,2048
llama2_7b,wiki_train,7,flap,0.3,262144,all_128x2048,6.961883237973378,655396.6958007812,337755,165,2048
llama2_7b,wiki_train,7,sobp,0.3,262144,all_128x2048,6.694809050451964,642184.5441894531,337755,165,2048
llama2_7b,wiki_train,7,fand,0.3,262144,all_128x2048,7.201672428018204,666834.1821289062,337755,165,2048
llama2_7b,wiki_train,7,slimllm,0.3,262144,all_128x2048,7.252860118718693,669226.3688964844,337755,165,2048
llama2_7b,wiki_train,7,wanda,0.3,262144,all_128x2048,7.110172274439989,662515.3740234375,337755,165,2048
llama2_7b,wiki_train,7,fc_ls,0.4,262144,all_128x2048,7.638374868074801,686718.3547363281,337755,165,2048
llama2_7b,wiki_train,7,flap,0.4,262144,all_128x2048,8.242373788691665,712422.6979980469,337755,165,2048
llama2_7b,wiki_train,7,sobp,0.4,262144,all_128x2048,7.446528701625291,678126.9182128906,337755,165,2048
llama2_7b,wiki_train,7,fand,0.4,262144,all_128x2048,8.790873331450113,734182.79296875,337755,165,2048
llama2_7b,wiki_train,7,slimllm,0.4,262144,all_128x2048,9.088947588352578,745445.2546386719,337755,165,2048
llama2_7b,wiki_train,7,wanda,0.4,262144,all_128x2048,8.538189440768532,724332.1394042969,337755,165,2048
llama2_7b,wiki_train,7,fc_ls,0.5,262144,all_128x2048,9.139171323832201,747306.4846191406,337755,165,2048
llama2_7b,wiki_train,7,flap,0.5,262144,all_128x2048,10.473148562560135,793323.9096679688,337755,165,2048
llama2_7b,wiki_train,7,sobp,0.5,262144,all_128x2048,8.713769143643944,731207.2973632812,337755,165,2048
llama2_7b,wiki_train,7,fand,0.5,262144,all_128x2048,11.811292026588244,833936.0178222656,337755,165,2048
llama2_7b,wiki_train,7,slimllm,0.5,262144,all_128x2048,13.399296472961419,876542.5202636719,337755,165,2048
llama2_7b,wiki_train,7,wanda,0.5,262144,all_128x2048,11.04596434878795,811309.5126953125,337755,165,2048
llama2_7b,wiki_train,8,fc_ls,0.2,262144,all_128x2048,6.116097113962325,611648.6918945312,337755,165,2048
llama2_7b,wiki_train,8,flap,0.2,262144,all_128x2048,6.216990185160582,617174.9479980469,337755,165,2048
llama2_7b,wiki_train,8,sobp,0.2,262144,all_128x2048,6.1423393903099415,613094.7937011719,337755,165,2048
llama2_7b,wiki_train,8,fand,0.2,262144,all_128x2048,6.285847275951299,620895.2333984375,337755,165,2048
llama2_7b,wiki_train,8,slimllm,0.2,262144,all_128x2048,6.362863414395454,625008.365234375,337755,165,2048
llama2_7b,wiki_train,8,wanda,0.2,262144,all_128x2048,6.299216132970227,621612.8142089844,337755,165,2048
llama2_7b,wiki_train,8,fc_ls,0.3,262144,all_128x2048,6.691908583437072,642038.1831054688,337755,165,2048
llama2_7b,wiki_train,8,flap,0.3,262144,all_128x2048,6.9382496500015876,654248.1643066406,337755,165,2048
llama2_7b,wiki_train,8,sobp,0.3,262144,all_128x2048,6.6965653849199755,642273.1401367188,337755,165,2048
llama2_7b,wiki_train,8,fand,0.3,262144,all_128x2048,7.170964371410015,665390.9096679688,337755,165,2048
llama2_7b,wiki_train,8,slimllm,0.3,262144,all_128x2048,7.254324454149363,669294.5539550781,337755,165,2048
llama2_7b,wiki_train,8,wanda,0.3,262144,all_128x2048,7.102135881282408,662133.4047851562,337755,165,2048
llama2_7b,wiki_train,8,fc_ls,0.4,262144,all_128x2048,7.6142034490495965,685647.8439941406,337755,165,2048
llama2_7b,wiki_train,8,flap,0.4,262144,all_128x2048,8.238010624008627,712243.857421875,337755,165,2048
llama2_7b,wiki_train,8,sobp,0.4,262144,all_128x2048,7.516587326198767,681289.7385253906,337755,165,2048
llama2_7b,wiki_train,8,fand,0.4,262144,all_128x2048,8.768442571894273,733319.8771972656,337755,165,2048
llama2_7b,wiki_train,8,slimllm,0.4,262144,all_128x2048,9.084139270918282,745266.5251464844,337755,165,2048
llama2_7b,wiki_train,8,wanda,0.4,262144,all_128x2048,8.501956859826972,722895.7956542969,337755,165,2048
llama2_7b,wiki_train,8,fc_ls,0.5,262144,all_128x2048,9.195329652573385,749375.5690917969,337755,165,2048
llama2_7b,wiki_train,8,flap,0.5,262144,all_128x2048,10.505464282207964,794364.474609375,337755,165,2048
llama2_7b,wiki_train,8,sobp,0.5,262144,all_128x2048,8.73823155755138,732154.158203125,337755,165,2048
llama2_7b,wiki_train,8,fand,0.5,262144,all_128x2048,11.74692250806015,832090.2768554688,337755,165,2048
llama2_7b,wiki_train,8,slimllm,0.5,262144,all_128x2048,13.387496538880434,876244.94921875,337755,165,2048
llama2_7b,wiki_train,8,wanda,0.5,262144,all_128x2048,11.08619526633048,812537.4279785156,337755,165,2048
llama2_7b,wiki_train,9,fc_ls,0.2,262144,all_128x2048,6.126991087091054,612249.7648925781,337755,165,2048
llama2_7b,wiki_train,9,flap,0.2,262144,all_128x2048,6.233616316886072,618077.0024414062,337755,165,2048
llama2_7b,wiki_train,9,sobp,0.2,262144,all_128x2048,6.137360152042432,612820.8842773438,337755,165,2048
llama2_7b,wiki_train,9,fand,0.2,262144,all_128x2048,6.306200496695475,621987.0983886719,337755,165,2048
llama2_7b,wiki_train,9,slimllm,0.2,262144,all_128x2048,6.356755279640233,624683.9760742188,337755,165,2048
llama2_7b,wiki_train,9,wanda,0.2,262144,all_128x2048,6.309368225730284,622156.716796875,337755,165,2048
llama2_7b,wiki_train,9,fc_ls,0.3,262144,all_128x2048,6.692586005358665,642072.3723144531,337755,165,2048
llama2_7b,wiki_train,9,flap,0.3,262144,all_128x2048,6.94378940764259,654517.7329101562,337755,165,2048
llama2_7b,wiki_train,9,sobp,0.3,262144,all_128x2048,6.667398855331796,640798.853515625,337755,165,2048
llama2_7b,wiki_train,9,fand,0.3,262144,all_128x2048,7.274219216421832,670219.5688476562,337755,165,2048
llama2_7b,wiki_train,9,slimllm,0.3,262144,all_128x2048,7.242957240772999,668764.8913574219,337755,165,2048
llama2_7b,wiki_train,9,wanda,0.3,262144,all_128x2048,7.102073019873618,662130.4152832031,337755,165,2048
llama2_7b,wiki_train,9,fc_ls,0.4,262144,all_128x2048,7.602333603279128,685120.9040527344,337755,165,2048
llama2_7b,wiki_train,9,flap,0.4,262144,all_128x2048,8.219505728726354,711484.3110351562,337755,165,2048
llama2_7b,wiki_train,9,sobp,0.4,262144,all_128x2048,7.46988716921539,679184.7387695312,337755,165,2048
llama2_7b,wiki_train,9,fand,0.4,262144,all_128x2048,8.92965318524637,739473.216796875,337755,165,2048
llama2_7b,wiki_train,9,slimllm,0.4,262144,all_128x2048,9.035693333031581,743460.44921875,337755,165,2048
llama2_7b,wiki_train,9,wanda,0.4,262144,all_128x2048,8.489434404247863,722397.9526367188,337755,165,2048
llama2_7b,wiki_train,9,fc_ls,0.5,262144,all_128x2048,9.156120381827867,747932.2883300781,337755,165,2048
llama2_7b,wiki_train,9,flap,0.5,262144,all_128x2048,10.522330356254447,794906.291015625,337755,165,2048
llama2_7b,wiki_train,9,sobp,0.5,262144,all_128x2048,8.674452467898183,729679.892578125,337755,165,2048
llama2_7b,wiki_train,9,fand,0.5,262144,all_128x2048,12.235191388286408,845845.365234375,337755,165,2048
llama2_7b,wiki_train,9,slimllm,0.5,262144,all_128x2048,13.197346563305299,871413.2336425781,337755,165,2048
llama2_7b,wiki_train,9,wanda,0.5,262144,all_128x2048,11.016975529111637,810421.9497070312,337755,165,2048
llama32_1b,c4,0,flap,0.2,262144,all_128x2048,15.66237346589105,794088.2783203125,288627,141,2048
llama32_1b,c4,0,flap,0.3,262144,all_128x2048,20.032161227486075,865112.9760742188,288627,141,2048
llama32_1b,c4,0,flap,0.4,262144,all_128x2048,26.54985923999601,946414.9887695312,288627,141,2048
llama32_1b,c4,0,flap,0.5,262144,all_128x2048,37.92247263868054,1049316.1240234375,288627,141,2048
llama32_1b,c4,0,fc_ls,0.2,262144,all_128x2048,14.562197894750826,773066.9228515625,288627,141,2048
llama32_1b,c4,0,sobp,0.2,262144,all_128x2048,15.679927589912916,794411.5854492188,288627,141,2048
llama32_1b,c4,0,fand,0.2,262144,all_128x2048,15.268615363644345,786739.314453125,288627,141,2048
llama32_1b,c4,0,slimllm,0.2,262144,all_128x2048,15.395951535145953,789136.4047851562,288627,141,2048
llama32_1b,c4,0,wanda,0.2,262144,all_128x2048,15.699171614248849,794765.6010742188,288627,141,2048
llama32_1b,c4,0,fc_ls,0.3,262144,all_128x2048,18.247199277334833,838176.1572265625,288627,141,2048
llama32_1b,c4,0,sobp,0.3,262144,all_128x2048,19.5312158198604,857803.4838867188,288627,141,2048
llama32_1b,c4,0,fand,0.3,262144,all_128x2048,19.841759150405874,862356.5078125,288627,141,2048
llama32_1b,c4,0,slimllm,0.3,262144,all_128x2048,21.097278803815826,880065.3041992188,288627,141,2048
llama32_1b,c4,0,wanda,0.3,262144,all_128x2048,20.258991300311475,868362.8198242188,288627,141,2048
llama32_1b,c4,0,fc_ls,0.4,262144,all_128x2048,22.916569290184917,903939.4135742188,288627,141,2048
llama32_1b,c4,0,sobp,0.4,262144,all_128x2048,24.354869431707332,921508.6030273438,288627,141,2048
