model,domain,seed,method,ratio,calibration_tokens,calibration_positions,ppl,nll,predicted_tokens,windows,sequence_length
llama32_1b,c4,0,fand,0.4,262144,all_128x2048,26.396997081023923,944748.4018554688,288627,141,2048
llama32_1b,c4,0,slimllm,0.4,262144,all_128x2048,36.54397993298299,1038629.01171875,288627,141,2048
llama32_1b,c4,0,wanda,0.4,262144,all_128x2048,27.11759573106649,952521.8627929688,288627,141,2048
llama32_1b,c4,0,fc_ls,0.5,262144,all_128x2048,29.77083370407478,979464.146484375,288627,141,2048
llama32_1b,c4,0,sobp,0.5,262144,all_128x2048,31.97164460200548,1000049.0888671875,288627,141,2048
llama32_1b,c4,0,fand,0.5,262144,all_128x2048,39.401430775936994,1060358.4873046875,288627,141,2048
llama32_1b,c4,0,slimllm,0.5,262144,all_128x2048,61.84309765008311,1190471.0668945312,288627,141,2048
llama32_1b,c4,0,wanda,0.5,262144,all_128x2048,41.50102629668245,1075342.8544921875,288627,141,2048
llama32_1b,c4,1,fc_ls,0.2,262144,all_128x2048,14.56284015438739,773079.65234375,288627,141,2048
llama32_1b,c4,1,flap,0.2,262144,all_128x2048,15.551787515201926,792043.1665039062,288627,141,2048
llama32_1b,c4,1,sobp,0.2,262144,all_128x2048,15.576054861952352,792493.1953125,288627,141,2048
llama32_1b,c4,1,fand,0.2,262144,all_128x2048,15.171565847468074,784898.9045410156,288627,141,2048
llama32_1b,c4,1,slimllm,0.2,262144,all_128x2048,15.347178042773475,788220.599609375,288627,141,2048
llama32_1b,c4,1,wanda,0.2,262144,all_128x2048,15.536072742157533,791751.3671875,288627,141,2048
llama32_1b,c4,1,fc_ls,0.3,262144,all_128x2048,18.108559246180356,835974.8305664062,288627,141,2048
llama32_1b,c4,1,flap,0.3,262144,all_128x2048,20.24508963551439,868164.6967773438,288627,141,2048
llama32_1b,c4,1,sobp,0.3,262144,all_128x2048,19.189971694640924,852716.09765625,288627,141,2048
llama32_1b,c4,1,fand,0.3,262144,all_128x2048,19.918223060004337,863466.6479492188,288627,141,2048
llama32_1b,c4,1,slimllm,0.3,262144,all_128x2048,20.97729800923775,878419.189453125,288627,141,2048
llama32_1b,c4,1,wanda,0.3,262144,all_128x2048,20.200440377515033,867527.4453125,288627,141,2048
llama32_1b,c4,1,fc_ls,0.4,262144,all_128x2048,22.529824045003085,899026.9086914062,288627,141,2048
llama32_1b,c4,1,flap,0.4,262144,all_128x2048,26.650899304530338,947511.3237304688,288627,141,2048
llama32_1b,c4,1,sobp,0.4,262144,all_128x2048,23.71152817263212,913781.9267578125,288627,141,2048
llama32_1b,c4,1,fand,0.4,262144,all_128x2048,27.373943382391168,955237.4916992188,288627,141,2048
llama32_1b,c4,1,slimllm,0.4,262144,all_128x2048,32.054826973881305,1000799.0502929688,288627,141,2048
llama32_1b,c4,1,wanda,0.4,262144,all_128x2048,27.024573321089285,951530.0737304688,288627,141,2048
llama32_1b,c4,1,fc_ls,0.5,262144,all_128x2048,29.69876197311423,978764.5668945312,288627,141,2048
llama32_1b,c4,1,flap,0.5,262144,all_128x2048,38.250334258050145,1051800.7456054688,288627,141,2048
llama32_1b,c4,1,sobp,0.5,262144,all_128x2048,31.11224175340398,992184.5698242188,288627,141,2048
llama32_1b,c4,1,fand,0.5,262144,all_128x2048,39.18810683732654,1058791.5815429688,288627,141,2048
llama32_1b,c4,1,slimllm,0.5,262144,all_128x2048,56.07570924618551,1162215.1284179688,288627,141,2048
llama32_1b,c4,1,wanda,0.5,262144,all_128x2048,41.38862751517064,1074560.0947265625,288627,141,2048
llama32_1b,c4,2,fc_ls,0.2,262144,all_128x2048,14.592719806112866,773671.2429199219,288627,141,2048
llama32_1b,c4,2,flap,0.2,262144,all_128x2048,15.569718146091194,792375.7509765625,288627,141,2048
llama32_1b,c4,2,sobp,0.2,262144,all_128x2048,15.46548120528139,790436.9389648438,288627,141,2048
llama32_1b,c4,2,fand,0.2,262144,all_128x2048,15.446703175657541,790086.2780761719,288627,141,2048
llama32_1b,c4,2,slimllm,0.2,262144,all_128x2048,15.356189261302227,788390.01953125,288627,141,2048
llama32_1b,c4,2,wanda,0.2,262144,all_128x2048,15.501307848567453,791104.7861328125,288627,141,2048
llama32_1b,c4,2,fc_ls,0.3,262144,all_128x2048,18.091692218974593,835705.8666992188,288627,141,2048
llama32_1b,c4,2,flap,0.3,262144,all_128x2048,19.96908783440657,864202.76953125,288627,141,2048
llama32_1b,c4,2,sobp,0.3,262144,all_128x2048,19.043322927002205,850501.9541015625,288627,141,2048
llama32_1b,c4,2,fand,0.3,262144,all_128x2048,19.839315652693283,862320.9614257812,288627,141,2048
llama32_1b,c4,2,slimllm,0.3,262144,all_128x2048,21.003618316212787,878781.1040039062,288627,141,2048
llama32_1b,c4,2,wanda,0.3,262144,all_128x2048,20.101433741523646,866109.3452148438,288627,141,2048
llama32_1b,c4,2,fc_ls,0.4,262144,all_128x2048,22.54157062085059,899177.353515625,288627,141,2048
llama32_1b,c4,2,flap,0.4,262144,all_128x2048,26.185236300120255,942423.654296875,288627,141,2048
llama32_1b,c4,2,sobp,0.4,262144,all_128x2048,23.689490931538323,913513.5551757812,288627,141,2048
llama32_1b,c4,2,fand,0.4,262144,all_128x2048,26.355059689877642,944289.490234375,288627,141,2048
llama32_1b,c4,2,slimllm,0.4,262144,all_128x2048,32.227037940168174,1002345.5161132812,288627,141,2048
llama32_1b,c4,2,wanda,0.4,262144,all_128x2048,26.711066938138305,948162.1997070312,288627,141,2048
llama32_1b,c4,2,fc_ls,0.5,262144,all_128x2048,29.734726227272645,979113.8735351562,288627,141,2048
llama32_1b,c4,2,flap,0.5,262144,all_128x2048,37.723950344354805,1047801.20703125,288627,141,2048
llama32_1b,c4,2,sobp,0.5,262144,all_128x2048,30.87178127541275,989945.1625976562,288627,141,2048
llama32_1b,c4,2,fand,0.5,262144,all_128x2048,37.24223777216113,1044091.876953125,288627,141,2048
llama32_1b,c4,2,slimllm,0.5,262144,all_128x2048,61.66687218416631,1189647.43359375,288627,141,2048
llama32_1b,c4,2,wanda,0.5,262144,all_128x2048,40.962360457906044,1071572.0727539062,288627,141,2048
llama32_1b,c4,3,fc_ls,0.2,262144,all_128x2048,14.724035648213261,776256.9008789062,288627,141,2048
llama32_1b,c4,3,flap,0.2,262144,all_128x2048,15.647160319490887,793807.7934570312,288627,141,2048
llama32_1b,c4,3,sobp,0.2,262144,all_128x2048,16.30110347789022,805625.150390625,288627,141,2048
llama32_1b,c4,3,fand,0.2,262144,all_128x2048,15.340726532737717,788099.2436523438,288627,141,2048
llama32_1b,c4,3,slimllm,0.2,262144,all_128x2048,15.444806373586747,790050.8334960938,288627,141,2048
llama32_1b,c4,3,wanda,0.2,262144,all_128x2048,15.882462635462286,798115.8603515625,288627,141,2048
llama32_1b,c4,3,fc_ls,0.3,262144,all_128x2048,18.82880950271807,847232.2661132812,288627,141,2048
llama32_1b,c4,3,flap,0.3,262144,all_128x2048,20.52344072582916,872106.015625,288627,141,2048
llama32_1b,c4,3,sobp,0.3,262144,all_128x2048,20.076928202220973,865757.2670898438,288627,141,2048
llama32_1b,c4,3,fand,0.3,262144,all_128x2048,20.443414789744565,870978.3881835938,288627,141,2048
llama32_1b,c4,3,slimllm,0.3,262144,all_128x2048,21.006693569638536,878823.3603515625,288627,141,2048
llama32_1b,c4,3,wanda,0.3,262144,all_128x2048,20.570556820380393,872767.86328125,288627,141,2048
llama32_1b,c4,3,fc_ls,0.4,262144,all_128x2048,23.867808216008672,915677.9936523438,288627,141,2048
llama32_1b,c4,3,flap,0.4,262144,all_128x2048,27.571333548891825,957311.2778320312,288627,141,2048
llama32_1b,c4,3,sobp,0.4,262144,all_128x2048,25.540435991488934,935227.3662109375,288627,141,2048
llama32_1b,c4,3,fand,0.4,262144,all_128x2048,27.20607254187634,953462.0356445312,288627,141,2048
llama32_1b,c4,3,slimllm,0.4,262144,all_128x2048,32.62003490650891,1005843.9291992188,288627,141,2048
llama32_1b,c4,3,wanda,0.4,262144,all_128x2048,27.875222435386245,960475.0961914062,288627,141,2048
llama32_1b,c4,3,fc_ls,0.5,262144,all_128x2048,31.378907869266893,994647.87890625,288627,141,2048
llama32_1b,c4,3,flap,0.5,262144,all_128x2048,39.746635561547095,1062876.2001953125,288627,141,2048
llama32_1b,c4,3,sobp,0.5,262144,all_128x2048,32.99167845797332,1009113.6962890625,288627,141,2048
llama32_1b,c4,3,fand,0.5,262144,all_128x2048,40.824912737765274,1070601.966796875,288627,141,2048
llama32_1b,c4,3,slimllm,0.5,262144,all_128x2048,61.84186500224783,1190465.3139648438,288627,141,2048
llama32_1b,c4,3,wanda,0.5,262144,all_128x2048,43.10594361686527,1086294.1518554688,288627,141,2048
llama32_1b,c4,4,fc_ls,0.2,262144,all_128x2048,14.36141032011871,769059.5634765625,288627,141,2048
llama32_1b,c4,4,flap,0.2,262144,all_128x2048,15.365159033875868,788558.5615234375,288627,141,2048
llama32_1b,c4,4,sobp,0.2,262144,all_128x2048,15.372239666543779,788691.537109375,288627,141,2048
llama32_1b,c4,4,fand,0.2,262144,all_128x2048,15.168069151070828,784832.375,288627,141,2048
llama32_1b,c4,4,slimllm,0.2,262144,all_128x2048,15.448955206234418,790128.3549804688,288627,141,2048
llama32_1b,c4,4,wanda,0.2,262144,all_128x2048,15.487933980678973,790855.6635742188,288627,141,2048
llama32_1b,c4,4,fc_ls,0.3,262144,all_128x2048,17.89976638382478,832627.6083984375,288627,141,2048
llama32_1b,c4,4,flap,0.3,262144,all_128x2048,19.92447280437307,863557.1962890625,288627,141,2048
llama32_1b,c4,4,sobp,0.3,262144,all_128x2048,18.779147063236277,846469.984375,288627,141,2048
llama32_1b,c4,4,fand,0.3,262144,all_128x2048,19.90517893592505,863277.5688476562,288627,141,2048
llama32_1b,c4,4,slimllm,0.3,262144,all_128x2048,20.895202502659227,877287.419921875,288627,141,2048
llama32_1b,c4,4,wanda,0.3,262144,all_128x2048,20.08842915765742,865922.5581054688,288627,141,2048
llama32_1b,c4,4,fc_ls,0.4,262144,all_128x2048,22.59637835533393,899878.271484375,288627,141,2048
llama32_1b,c4,4,flap,0.4,262144,all_128x2048,26.78209449807364,948928.6708984375,288627,141,2048
llama32_1b,c4,4,sobp,0.4,262144,all_128x2048,23.72728143714678,913973.6186523438,288627,141,2048
llama32_1b,c4,4,fand,0.4,262144,all_128x2048,26.596740657158755,946924.193359375,288627,141,2048
llama32_1b,c4,4,slimllm,0.4,262144,all_128x2048,36.02464695070705,1034497.8579101562,288627,141,2048
llama32_1b,c4,4,wanda,0.4,262144,all_128x2048,27.206208685780442,953463.4799804688,288627,141,2048
llama32_1b,c4,4,fc_ls,0.5,262144,all_128x2048,29.464962732687983,976483.4013671875,288627,141,2048
llama32_1b,c4,4,flap,0.5,262144,all_128x2048,39.05705016868641,1057824.7094726562,288627,141,2048
llama32_1b,c4,4,sobp,0.5,262144,all_128x2048,30.688849733897655,988229.80859375,288627,141,2048
llama32_1b,c4,4,fand,0.5,262144,all_128x2048,39.925803937247046,1064174.3383789062,288627,141,2048
llama32_1b,c4,4,slimllm,0.5,262144,all_128x2048,61.324451997348675,1188040.2963867188,288627,141,2048
llama32_1b,c4,4,wanda,0.5,262144,all_128x2048,42.65374819525677,1083250.3671875,288627,141,2048
llama32_1b,c4,5,fc_ls,0.2,262144,all_128x2048,14.633228919297142,774471.3559570312,288627,141,2048
llama32_1b,c4,5,flap,0.2,262144,all_128x2048,15.706920566701564,794908.029296875,288627,141,2048
llama32_1b,c4,5,sobp,0.2,262144,all_128x2048,15.596438363363852,792870.658203125,288627,141,2048
llama32_1b,c4,5,fand,0.2,262144,all_128x2048,15.524380988234002,791534.0776367188,288627,141,2048
llama32_1b,c4,5,slimllm,0.2,262144,all_128x2048,15.384027386300408,788912.7768554688,288627,141,2048
llama32_1b,c4,5,wanda,0.2,262144,all_128x2048,15.72225487932405,795189.671875,288627,141,2048
llama32_1b,c4,5,fc_ls,0.3,262144,all_128x2048,18.297545882221176,838971.4233398438,288627,141,2048
llama32_1b,c4,5,flap,0.3,262144,all_128x2048,20.40256337288175,870401.0571289062,288627,141,2048
llama32_1b,c4,5,sobp,0.3,262144,all_128x2048,19.231938508709042,853346.6108398438,288627,141,2048
llama32_1b,c4,5,fand,0.3,262144,all_128x2048,20.410730718447887,870516.57421875,288627,141,2048
llama32_1b,c4,5,slimllm,0.3,262144,all_128x2048,21.15512162599446,880855.5556640625,288627,141,2048
llama32_1b,c4,5,wanda,0.3,262144,all_128x2048,20.41478268665606,870573.8671875,288627,141,2048
llama32_1b,c4,5,fc_ls,0.4,262144,all_128x2048,22.847715012264047,903070.91015625,288627,141,2048
llama32_1b,c4,5,flap,0.4,262144,all_128x2048,26.71087665161882,948160.1435546875,288627,141,2048
llama32_1b,c4,5,sobp,0.4,262144,all_128x2048,23.844309091048846,915393.6850585938,288627,141,2048
llama32_1b,c4,5,fand,0.4,262144,all_128x2048,26.933734138023382,950558.26171875,288627,141,2048
llama32_1b,c4,5,slimllm,0.4,262144,all_128x2048,36.42189793032542,1037663.1850585938,288627,141,2048
llama32_1b,c4,5,wanda,0.4,262144,all_128x2048,27.264698244714438,954083.3217773438,288627,141,2048
llama32_1b,c4,5,fc_ls,0.5,262144,all_128x2048,29.34910811272988,975346.298828125,288627,141,2048
llama32_1b,c4,5,flap,0.5,262144,all_128x2048,37.24432307747202,1044108.0375976562,288627,141,2048
llama32_1b,c4,5,sobp,0.5,262144,all_128x2048,31.118919378190075,992246.5112304688,288627,141,2048
llama32_1b,c4,5,fand,0.5,262144,all_128x2048,37.94115368812073,1049458.2700195312,288627,141,2048
llama32_1b,c4,5,slimllm,0.5,262144,all_128x2048,63.1665652796019,1196582.638671875,288627,141,2048
llama32_1b,c4,5,wanda,0.5,262144,all_128x2048,40.065189678083115,1065180.21484375,288627,141,2048
llama32_1b,c4,6,fc_ls,0.2,262144,all_128x2048,14.24646661038001,766740.1997070312,288627,141,2048
llama32_1b,c4,6,flap,0.2,262144,all_128x2048,15.168314697409139,784837.0473632812,288627,141,2048
llama32_1b,c4,6,sobp,0.2,262144,all_128x2048,14.883232130763751,779360.7905273438,288627,141,2048
llama32_1b,c4,6,fand,0.2,262144,all_128x2048,15.252777658859909,786439.7744140625,288627,141,2048
llama32_1b,c4,6,slimllm,0.2,262144,all_128x2048,15.345991613019144,788198.2861328125,288627,141,2048
llama32_1b,c4,6,wanda,0.2,262144,all_128x2048,15.09483491400409,783435.4555664062,288627,141,2048
llama32_1b,c4,6,fc_ls,0.3,262144,all_128x2048,17.419352987907324,824775.2705078125,288627,141,2048
llama32_1b,c4,6,flap,0.3,262144,all_128x2048,19.58736712063862,858632.08203125,288627,141,2048
llama32_1b,c4,6,sobp,0.3,262144,all_128x2048,18.271483587236194,838560.021484375,288627,141,2048
llama32_1b,c4,6,fand,0.3,262144,all_128x2048,19.563186242459047,858275.5478515625,288627,141,2048
llama32_1b,c4,6,slimllm,0.3,262144,all_128x2048,21.157849740897518,880892.7739257812,288627,141,2048
llama32_1b,c4,6,wanda,0.3,262144,all_128x2048,19.454579574109662,856668.7465820312,288627,141,2048
llama32_1b,c4,6,fc_ls,0.4,262144,all_128x2048,22.17845818893553,894490.1313476562,288627,141,2048
llama32_1b,c4,6,flap,0.4,262144,all_128x2048,26.278163711830263,943446.1342773438,288627,141,2048
llama32_1b,c4,6,sobp,0.4,262144,all_128x2048,22.5778677919201,899641.736328125,288627,141,2048
llama32_1b,c4,6,fand,0.4,262144,all_128x2048,26.434511445561043,945158.2958984375,288627,141,2048
llama32_1b,c4,6,slimllm,0.4,262144,all_128x2048,32.135689150262074,1001526.2299804688,288627,141,2048
llama32_1b,c4,6,wanda,0.4,262144,all_128x2048,26.592759147847428,946880.9829101562,288627,141,2048
llama32_1b,c4,6,fc_ls,0.5,262144,all_128x2048,28.58317926866669,967713.9184570312,288627,141,2048
llama32_1b,c4,6,flap,0.5,262144,all_128x2048,36.7414739191099,1040184.6337890625,288627,141,2048
llama32_1b,c4,6,sobp,0.5,262144,all_128x2048,29.65531054498211,978341.9755859375,288627,141,2048
llama32_1b,c4,6,fand,0.5,262144,all_128x2048,39.54843883273635,1061433.3603515625,288627,141,2048
llama32_1b,c4,6,slimllm,0.5,262144,all_128x2048,56.60819386600843,1164942.9462890625,288627,141,2048
llama32_1b,c4,6,wanda,0.5,262144,all_128x2048,38.713095202362126,1055271.6645507812,288627,141,2048
llama32_1b,c4,7,fc_ls,0.2,262144,all_128x2048,14.489967049520676,771631.7241210938,288627,141,2048
llama32_1b,c4,7,flap,0.2,262144,all_128x2048,15.503258549856984,791141.1049804688,288627,141,2048
llama32_1b,c4,7,sobp,0.2,262144,all_128x2048,15.508777472884786,791243.8334960938,288627,141,2048
llama32_1b,c4,7,fand,0.2,262144,all_128x2048,15.346592786889952,788209.5927734375,288627,141,2048
llama32_1b,c4,7,slimllm,0.2,262144,all_128x2048,15.359246031393027,788447.4672851562,288627,141,2048
llama32_1b,c4,7,wanda,0.2,262144,all_128x2048,15.26724157885516,786713.3442382812,288627,141,2048
llama32_1b,c4,7,fc_ls,0.3,262144,all_128x2048,17.595119534828253,827673.0092773438,288627,141,2048
llama32_1b,c4,7,flap,0.3,262144,all_128x2048,19.505384395711467,857421.5014648438,288627,141,2048
llama32_1b,c4,7,sobp,0.3,262144,all_128x2048,18.936443724108255,848877.494140625,288627,141,2048
llama32_1b,c4,7,fand,0.3,262144,all_128x2048,19.828705961433656,862166.5678710938,288627,141,2048
llama32_1b,c4,7,slimllm,0.3,262144,all_128x2048,20.97357414853934,878367.9482421875,288627,141,2048
llama32_1b,c4,7,wanda,0.3,262144,all_128x2048,19.63061171363085,859268.6044921875,288627,141,2048
llama32_1b,c4,7,fc_ls,0.4,262144,all_128x2048,22.161711284871103,894272.107421875,288627,141,2048
llama32_1b,c4,7,flap,0.4,262144,all_128x2048,25.816617458003826,938331.6796875,288627,141,2048
llama32_1b,c4,7,sobp,0.4,262144,all_128x2048,23.704832939424023,913700.41796875,288627,141,2048
llama32_1b,c4,7,fand,0.4,262144,all_128x2048,26.299581354461424,943681.2797851562,288627,141,2048
llama32_1b,c4,7,slimllm,0.4,262144,all_128x2048,36.00777976141903,1034362.6875,288627,141,2048
llama32_1b,c4,7,wanda,0.4,262144,all_128x2048,26.417721323778697,944974.9135742188,288627,141,2048
llama32_1b,c4,7,fc_ls,0.5,262144,all_128x2048,29.636105645929995,978154.9990234375,288627,141,2048
llama32_1b,c4,7,flap,0.5,262144,all_128x2048,37.56635309815466,1046592.900390625,288627,141,2048
llama32_1b,c4,7,sobp,0.5,262144,all_128x2048,31.020048477529397,991328.0268554688,288627,141,2048
llama32_1b,c4,7,fand,0.5,262144,all_128x2048,38.451122578064414,1053311.87890625,288627,141,2048
llama32_1b,c4,7,slimllm,0.5,262144,all_128x2048,61.4924192726081,1188829.7631835938,288627,141,2048
llama32_1b,c4,7,wanda,0.5,262144,all_128x2048,39.88863206710298,1063905.4946289062,288627,141,2048
llama32_1b,c4,8,fc_ls,0.2,262144,all_128x2048,14.585834877241847,773535.0349121094,288627,141,2048
llama32_1b,c4,8,flap,0.2,262144,all_128x2048,15.403295655854654,789274.0517578125,288627,141,2048
llama32_1b,c4,8,sobp,0.2,262144,all_128x2048,15.591665609435696,792782.3203125,288627,141,2048
llama32_1b,c4,8,fand,0.2,262144,all_128x2048,15.217097301094801,785763.8071289062,288627,141,2048
llama32_1b,c4,8,slimllm,0.2,262144,all_128x2048,15.415160572339758,789496.291015625,288627,141,2048
llama32_1b,c4,8,wanda,0.2,262144,all_128x2048,15.233887405481555,786082.0942382812,288627,141,2048
llama32_1b,c4,8,fc_ls,0.3,262144,all_128x2048,18.525663703286874,842547.5268554688,288627,141,2048
llama32_1b,c4,8,flap,0.3,262144,all_128x2048,20.294024027271583,868861.4951171875,288627,141,2048
llama32_1b,c4,8,sobp,0.3,262144,all_128x2048,19.11754868242498,851624.7578125,288627,141,2048
llama32_1b,c4,8,fand,0.3,262144,all_128x2048,19.96016527845157,864073.7768554688,288627,141,2048
llama32_1b,c4,8,slimllm,0.3,262144,all_128x2048,21.177051193916473,881154.59375,288627,141,2048
llama32_1b,c4,8,wanda,0.3,262144,all_128x2048,20.438588275826074,870910.2377929688,288627,141,2048
llama32_1b,c4,8,fc_ls,0.4,262144,all_128x2048,23.545031834688597,911748.1123046875,288627,141,2048
llama32_1b,c4,8,flap,0.4,262144,all_128x2048,27.34979130048783,954982.7231445312,288627,141,2048
llama32_1b,c4,8,sobp,0.4,262144,all_128x2048,23.76800407929422,914468.55859375,288627,141,2048
llama32_1b,c4,8,fand,0.4,262144,all_128x2048,27.02599662107779,951545.2744140625,288627,141,2048
llama32_1b,c4,8,slimllm,0.4,262144,all_128x2048,32.5311577067535,1005056.45703125,288627,141,2048
llama32_1b,c4,8,wanda,0.4,262144,all_128x2048,27.774642933881,959431.7875976562,288627,141,2048
llama32_1b,c4,8,fc_ls,0.5,262144,all_128x2048,30.509176145682606,986535.0219726562,288627,141,2048
llama32_1b,c4,8,flap,0.5,262144,all_128x2048,38.89397529688594,1056617.0825195312,288627,141,2048
llama32_1b,c4,8,sobp,0.5,262144,all_128x2048,31.559972200370662,996308.5439453125,288627,141,2048
llama32_1b,c4,8,fand,0.5,262144,all_128x2048,40.38704864961051,1067489.6020507812,288627,141,2048
llama32_1b,c4,8,slimllm,0.5,262144,all_128x2048,57.46853648436511,1169296.556640625,288627,141,2048
llama32_1b,c4,8,wanda,0.5,262144,all_128x2048,42.2447264238769,1080469.265625,288627,141,2048
llama32_1b,c4,9,fc_ls,0.2,262144,all_128x2048,14.606113468874758,773936.0324707031,288627,141,2048
llama32_1b,c4,9,flap,0.2,262144,all_128x2048,15.512853316095251,791319.6772460938,288627,141,2048
llama32_1b,c4,9,sobp,0.2,262144,all_128x2048,15.860645310519203,797719.1083984375,288627,141,2048
llama32_1b,c4,9,fand,0.2,262144,all_128x2048,15.319159513234405,787693.1870117188,288627,141,2048
llama32_1b,c4,9,slimllm,0.2,262144,all_128x2048,15.445549017518285,790064.7114257812,288627,141,2048
llama32_1b,c4,9,wanda,0.2,262144,all_128x2048,15.557480101578232,792148.7963867188,288627,141,2048
llama32_1b,c4,9,fc_ls,0.3,262144,all_128x2048,18.272324590257163,838573.3061523438,288627,141,2048
llama32_1b,c4,9,flap,0.3,262144,all_128x2048,19.848391800078584,862452.9731445312,288627,141,2048
llama32_1b,c4,9,sobp,0.3,262144,all_128x2048,19.155270384029322,852193.6997070312,288627,141,2048
llama32_1b,c4,9,fand,0.3,262144,all_128x2048,19.9646153006647,864138.1176757812,288627,141,2048
llama32_1b,c4,9,slimllm,0.3,262144,all_128x2048,21.14014661635636,880651.173828125,288627,141,2048
llama32_1b,c4,9,wanda,0.3,262144,all_128x2048,20.15757525142755,866914.3310546875,288627,141,2048
llama32_1b,c4,9,fc_ls,0.4,262144,all_128x2048,22.968391044997777,904591.35546875,288627,141,2048
llama32_1b,c4,9,flap,0.4,262144,all_128x2048,26.580579957502547,946748.7646484375,288627,141,2048
llama32_1b,c4,9,sobp,0.4,262144,all_128x2048,23.847185507949817,915428.5009765625,288627,141,2048
llama32_1b,c4,9,fand,0.4,262144,all_128x2048,27.1898440820179,953289.8178710938,288627,141,2048
llama32_1b,c4,9,slimllm,0.4,262144,all_128x2048,32.80438353827327,1007470.4819335938,288627,141,2048
llama32_1b,c4,9,wanda,0.4,262144,all_128x2048,27.274095839359568,954182.7885742188,288627,141,2048
llama32_1b,c4,9,fc_ls,0.5,262144,all_128x2048,30.008919065317215,981763.193359375,288627,141,2048
llama32_1b,c4,9,flap,0.5,262144,all_128x2048,38.61010024159139,1054502.7583007812,288627,141,2048
llama32_1b,c4,9,sobp,0.5,262144,all_128x2048,31.98065427661867,1000130.4130859375,288627,141,2048
llama32_1b,c4,9,fand,0.5,262144,all_128x2048,39.440907154759344,1060647.5185546875,288627,141,2048
llama32_1b,c4,9,slimllm,0.5,262144,all_128x2048,62.122576172879974,1191772.478515625,288627,141,2048
llama32_1b,c4,9,wanda,0.5,262144,all_128x2048,40.86989463803379,1070919.8081054688,288627,141,2048
llama32_1b,wiki_train,0,fc_ls,0.2,262144,all_128x2048,12.717987015408383,733983.4519042969,288627,141,2048
llama32_1b,wiki_train,0,flap,0.2,262144,all_128x2048,13.866092176341946,758929.2399902344,288627,141,2048
llama32_1b,wiki_train,0,sobp,0.2,262144,all_128x2048,12.463489628705936,728149.2175292969,288627,141,2048
llama32_1b,wiki_train,0,fand,0.2,262144,all_128x2048,13.893157723182357,759492.0686035156,288627,141,2048
llama32_1b,wiki_train,0,slimllm,0.2,262144,all_128x2048,14.908753138878845,779855.2895507812,288627,141,2048
llama32_1b,wiki_train,0,wanda,0.2,262144,all_128x2048,14.034573799351032,762415.1020507812,288627,141,2048
llama32_1b,wiki_train,0,fc_ls,0.3,262144,all_128x2048,14.849528741723,778706.4475097656,288627,141,2048
llama32_1b,wiki_train,0,flap,0.3,262144,all_128x2048,17.209342198517568,821274.3862304688,288627,141,2048
llama32_1b,wiki_train,0,sobp,0.3,262144,all_128x2048,14.302907371448564,767881.4050292969,288627,141,2048
llama32_1b,wiki_train,0,fand,0.3,262144,all_128x2048,17.46532158062037,825535.9360351562,288627,141,2048
llama32_1b,wiki_train,0,slimllm,0.3,262144,all_128x2048,20.05584463107319,865454.0092773438,288627,141,2048
llama32_1b,wiki_train,0,wanda,0.3,262144,all_128x2048,17.855469868543604,831912.4584960938,288627,141,2048
llama32_1b,wiki_train,0,fc_ls,0.4,262144,all_128x2048,17.822428347557953,831377.8598632812,288627,141,2048
llama32_1b,wiki_train,0,flap,0.4,262144,all_128x2048,22.173019411218835,894419.3432617188,288627,141,2048
llama32_1b,wiki_train,0,sobp,0.4,262144,all_128x2048,16.570097971268,810349.0913085938,288627,141,2048
llama32_1b,wiki_train,0,fand,0.4,262144,all_128x2048,22.804007093081413,902518.2348632812,288627,141,2048
llama32_1b,wiki_train,0,slimllm,0.4,262144,all_128x2048,29.176278071277128,973641.6176757812,288627,141,2048
llama32_1b,wiki_train,0,wanda,0.4,262144,all_128x2048,23.96240149534778,916819.6240234375,288627,141,2048
llama32_1b,wiki_train,0,fc_ls,0.5,262144,all_128x2048,21.82503713812444,889853.724609375,288627,141,2048
llama32_1b,wiki_train,0,flap,0.5,262144,all_128x2048,29.946589946803005,981163.0859375,288627,141,2048
llama32_1b,wiki_train,0,sobp,0.5,262144,all_128x2048,19.5329033984175,857828.4213867188,288627,141,2048
llama32_1b,wiki_train,0,fand,0.5,262144,all_128x2048,31.966585860336632,1000003.4169921875,288627,141,2048
llama32_1b,wiki_train,0,slimllm,0.5,262144,all_128x2048,51.12761921840825,1135552.376953125,288627,141,2048
llama32_1b,wiki_train,0,wanda,0.5,262144,all_128x2048,33.26970695729818,1011535.8310546875,288627,141,2048
llama32_1b,wiki_train,1,fc_ls,0.2,262144,all_128x2048,12.586970054981622,730994.6801757812,288627,141,2048
llama32_1b,wiki_train,1,flap,0.2,262144,all_128x2048,13.776440266641812,757057.048828125,288627,141,2048
llama32_1b,wiki_train,1,sobp,0.2,262144,all_128x2048,12.342044727126165,725323.0290527344,288627,141,2048
llama32_1b,wiki_train,1,fand,0.2,262144,all_128x2048,13.688978202472454,755218.8100585938,288627,141,2048
llama32_1b,wiki_train,1,slimllm,0.2,262144,all_128x2048,14.882861280835622,779353.5986328125,288627,141,2048
llama32_1b,wiki_train,1,wanda,0.2,262144,all_128x2048,13.9457273265143,760582.1284179688,288627,141,2048
llama32_1b,wiki_train,1,fc_ls,0.3,262144,all_128x2048,14.614550838434479,774102.7126464844,288627,141,2048
llama32_1b,wiki_train,1,flap,0.3,262144,all_128x2048,17.06637275056106,818866.5541992188,288627,141,2048
